time,close
1999-08-09,1058.0
1999-08-16,1065.0
1999-08-23,1041.0
1999-08-30,1039.0
1999-09-06,1107.0
1999-09-13,1190.0
1999-09-20,1213.0
1999-09-27,1257.0
1999-10-04,1294.0
1999-10-11,1362.0
1999-10-18,1404.0
1999-10-25,1351.0
1999-11-01,1296.0
1999-11-08,1335.0
1999-11-15,1354.0
1999-11-22,1355.0
1999-11-29,1341.0
1999-12-06,1360.0
1999-12-13,1343.0
1999-12-20,1319.0
2000-01-03,1368.0
2000-01-10,1404.0
2000-01-17,1384.0
2000-01-24,1329.0
2000-01-31,1280.0
2000-02-07,1345.0
2000-02-14,1454.0
2000-02-21,1511.0
2000-02-28,1578.0
2000-03-06,1645.0
2000-03-13,1630.0
2000-03-20,1618.0
2000-03-27,1660.0
2000-04-03,1684.0
2000-04-10,1679.0
2000-04-17,1656.0
2000-04-24,1628.0
2000-05-01,1609.0
2000-05-08,1616.0
2000-05-15,1607.0
2000-05-22,1576.0
2000-05-29,1562.0
2000-06-05,1564.0
2000-06-12,1586.0
2000-06-19,1624.0
2000-06-26,1616.0
2000-07-03,1601.0
2000-07-10,1616.0
2000-07-17,1628.0
2000-07-24,1634.0
2000-07-31,1648.0
2000-08-07,1640.0
2000-08-14,1629.0
2000-08-21,1638.0
2000-08-28,1661.0
2000-09-04,1696.0
2000-09-11,1714.0
2000-09-18,1738.0
2000-09-25,1739.0
2000-10-02,1720.0
2000-10-09,1721.0
2000-10-16,1740.0
2000-10-23,1756.0
2000-10-30,1762.0
2000-11-06,1747.0
2000-11-13,1711.0
2000-11-20,1691.0
2000-11-27,1664.0
2000-12-04,1621.0
2000-12-11,1582.0
2000-12-18,1598.0
2000-12-25,1599.0
2001-01-01,1591.0
2001-01-08,1582.0
2001-01-15,1566.0
2001-01-22,1528.0
2001-01-29,1488.0
2001-02-05,1449.0
2001-02-12,1461.0
2001-02-19,1510.0
2001-02-26,1537.0
2001-03-05,1500.0
2001-03-12,1506.0
2001-03-19,1502.0
2001-03-26,1438.0
2001-04-02,1427.0
2001-04-09,1429.0
2001-04-16,1453.0
2001-04-23,1461.0
2001-04-30,1456.0
2001-05-07,1478.0
2001-05-14,1461.0
2001-05-21,1416.0
2001-05-28,1382.0
2001-06-04,1356.0
2001-06-11,1380.0
2001-06-18,1392.0
2001-06-25,1386.0
2001-07-02,1331.0
2001-07-09,1256.0
2001-07-16,1148.0
2001-07-23,1084.0
2001-07-30,1021.0
2001-08-06,982.0
2001-08-13,978.0
2001-08-20,961.0
2001-08-27,927.0
2001-09-03,899.0
2001-09-10,934.0
2001-09-17,995.0
2001-09-24,952.0
2001-10-01,900.0
2001-10-08,893.0
2001-10-15,908.0
2001-10-22,884.0
2001-10-29,850.0
2001-11-05,846.0
2001-11-12,855.0
2001-11-19,861.0
2001-11-26,868.0
2001-12-03,872.0
2001-12-10,870.0
2001-12-17,869.0
2001-12-24,876.0
2001-12-31,896.0
2002-01-07,950.0
2002-01-14,964.0
2002-01-21,924.0
2002-01-28,908.0
2002-02-04,922.0
2002-02-11,955.0
2002-02-18,1009.0
2002-02-25,1033.0
2002-03-04,1051.0
2002-03-11,1073.0
2002-03-18,1085.0
2002-03-25,1082.0
2002-04-01,1085.0
2002-04-08,1103.0
2002-04-15,1080.0
2002-04-22,1042.0
2002-04-29,1016.0
2002-05-06,1038.0
2002-05-13,1033.0
2002-05-20,1035.0
2002-05-27,1042.0
2002-06-03,1005.0
2002-06-10,978.0
2002-06-17,993.0
2002-06-24,1005.0
2002-07-01,1004.0
2002-07-08,1004.0
2002-07-15,981.0
2002-07-22,962.0
2002-07-29,971.0
2002-08-05,986.0
2002-08-12,1013.0
2002-08-19,1021.0
2002-08-26,1036.0
2002-09-02,1085.0
2002-09-09,1178.0
2002-09-16,1226.0
2002-09-23,1346.0
2002-09-30,1354.0
2002-10-07,1343.0
2002-10-14,1356.0
2002-10-21,1393.0
2002-10-28,1428.0
2002-11-04,1446.0
2002-11-11,1446.0
2002-11-18,1459.0
2002-11-25,1560.0
2002-12-02,1612.0
2002-12-09,1689.0
2002-12-16,1737.0
2002-12-23,1738.0
2002-12-30,1739.0
2003-01-06,1761.0
2003-01-13,1722.0
2003-01-20,1653.0
2003-01-27,1530.0
2003-02-03,1596.0
2003-02-10,1673.0
2003-02-17,1758.0
2003-02-24,1764.0
2003-03-03,1753.0
2003-03-10,1833.0
2003-03-17,1935.0
2003-03-24,1938.0
2003-03-31,1997.0
2003-04-07,2069.0
2003-04-14,2093.0
2003-04-21,2124.0
2003-04-28,2152.0
2003-05-05,2212.0
2003-05-12,2317.0
2003-05-19,2272.0
2003-05-26,2127.0
2003-06-02,2139.0
2003-06-09,2141.0
2003-06-16,2150.0
2003-06-23,2127.0
2003-06-30,2137.0
2003-07-07,2217.0
2003-07-14,2234.0
2003-07-21,2206.0
2003-07-28,2176.0
2003-08-04,2287.0
2003-08-11,2343.0
2003-08-18,2314.0
2003-08-25,2265.0
2003-09-01,2304.0
2003-09-08,2364.0
2003-09-15,2467.0
2003-09-22,2796.0
2003-09-29,3372.0
2003-10-06,4192.0
2003-10-13,4363.0
2003-10-20,4517.0
2003-10-27,4555.0
2003-11-03,4308.0
2003-11-10,4078.0
2003-11-17,4144.0
2003-11-24,4417.0
2003-12-01,4515.0
2003-12-08,4638.0
2003-12-15,4721.0
2003-12-22,4765.0
2003-12-29,4761.0
2004-01-05,5046.0
2004-01-12,5493.0
2004-01-19,5273.0
2004-01-26,5551.0
2004-02-02,5608.0
2004-02-09,5242.0
2004-02-16,5516.0
2004-02-23,5263.0
2004-03-01,5235.0
2004-03-08,5352.0
2004-03-15,5045.0
2004-03-22,4959.0
2004-03-29,4716.0
2004-04-05,4566.0
2004-04-12,4610.0
2004-04-19,4461.0
2004-04-26,3982.0
2004-05-03,3924.0
2004-05-10,3638.0
2004-05-17,3336.0
2004-05-24,3286.0
2004-05-31,3185.0
2004-06-07,2887.0
2004-06-14,2667.0
2004-06-21,2742.0
2004-06-28,3207.0
2004-07-05,3902.0
2004-07-12,3971.0
2004-07-19,3799.0
2004-07-26,4048.0
2004-08-02,4129.0
2004-08-09,4148.0
2004-08-16,4195.0
2004-08-23,4225.0
2004-08-30,4040.0
2004-09-06,4163.0
2004-09-13,4220.0
2004-09-20,4149.0
2004-09-27,4112.0
2004-10-04,4313.0
2004-10-11,4572.0
2004-10-18,4786.0
2004-10-25,4922.0
2004-11-01,5027.0
2004-11-08,5125.0
2004-11-15,5393.0
2004-11-22,5870.0
2004-11-29,6172.0
2004-12-06,5877.0
2004-12-13,5003.0
2004-12-20,4598.0
2005-01-03,4485.0
2005-01-10,4721.0
2005-01-17,4301.0
2005-01-24,4461.0
2005-01-31,4246.0
2005-02-07,4378.0
2005-02-14,4763.0
2005-02-21,4771.0
2005-02-28,4652.0
2005-03-07,4768.0
2005-03-14,4625.0
2005-03-21,4685.0
2005-03-28,4627.0
2005-04-04,4699.0
2005-04-11,4835.0
2005-04-18,4381.0
2005-04-25,3850.0
2005-05-02,3969.0
2005-05-09,3770.0
2005-05-16,3523.0
2005-05-23,3279.0
2005-05-30,3093.0
2005-06-06,2821.0
2005-06-13,2543.0
2005-06-20,2617.0
2005-06-27,2486.0
2005-07-04,2365.0
2005-07-11,2307.0
2005-07-18,2054.0
2005-07-25,1804.0
2005-08-01,1819.0
2005-08-08,2125.0
2005-08-15,2478.0
2005-08-22,2625.0
2005-08-29,2479.0
2005-09-05,2626.0
2005-09-12,2949.0
2005-09-19,3069.0
2005-09-26,2907.0
2005-10-03,3098.0
2005-10-10,3370.0
2005-10-17,3130.0
2005-10-24,3140.0
2005-10-31,2967.0
2005-11-07,3033.0
2005-11-14,2898.0
2005-11-21,2757.0
2005-11-28,2767.0
2005-12-05,2639.0
2005-12-12,2536.0
2005-12-19,2407.0
2006-01-02,2497.0
2006-01-09,2341.0
2006-01-16,2121.0
2006-01-23,2057.0
2006-01-30,2145.0
2006-02-06,2297.0
2006-02-13,2740.0
2006-02-20,2622.0
2006-02-27,2682.0
2006-03-06,2704.0
2006-03-13,2502.0
2006-03-20,2565.0
2006-03-27,2496.0
2006-04-03,2514.0
2006-04-10,2503.0
2006-04-17,2434.0
2006-04-24,2368.0
2006-05-01,2383.0
2006-05-08,2491.0
2006-05-15,2479.0
2006-05-22,2432.0
2006-05-29,2514.0
2006-06-05,2653.0
2006-06-12,2725.0
2006-06-19,2808.0
2006-06-26,2964.0
2006-07-03,2870.0
2006-07-10,2968.0
2006-07-17,3191.0
2006-07-24,3260.0
2006-07-31,3617.0
2006-08-07,3714.0
2006-08-14,3755.0
2006-08-21,3690.0
2006-08-28,3875.0
2006-09-04,3914.0
2006-09-11,4258.0
2006-09-18,4136.0
2006-09-25,3944.0
2006-10-02,3964.0
2006-10-09,4169.0
2006-10-16,4017.0
2006-10-23,3982.0
2006-10-30,4188.0
2006-11-06,4210.0
2006-11-13,4129.0
2006-11-20,4185.0
2006-11-27,4369.0
2006-12-04,4294.0
2006-12-11,4318.0
2006-12-18,4397.0
2007-01-01,4539.0
2007-01-08,4642.0
2007-01-15,4362.0
2007-01-22,4367.0
2007-01-29,4243.0
2007-02-05,4328.0
2007-02-12,4355.0
2007-02-19,4545.0
2007-02-26,4872.0
2007-03-05,5000.0
2007-03-12,5086.0
2007-03-19,5330.0
2007-03-26,5388.0
2007-04-02,5532.0
2007-04-09,5553.0
2007-04-16,5850.0
2007-04-23,6230.0
2007-04-30,6321.0
2007-05-07,6648.0
2007-05-14,6554.0
2007-05-21,6212.0
2007-05-28,5983.0
2007-06-04,5736.0
2007-06-11,5258.0
2007-06-18,5922.0
2007-06-25,6278.0
2007-07-02,6201.0
2007-07-09,6706.0
2007-07-16,6601.0
2007-07-23,6890.0
2007-07-30,7007.0
2007-08-06,7011.0
2007-08-13,7313.0
2007-08-20,7277.0
2007-08-27,7702.0
2007-09-03,8410.0
2007-09-10,8302.0
2007-09-17,8956.0
2007-09-24,9474.0
2007-10-01,9535.0
2007-10-08,10695.0
2007-10-15,10798.0
2007-10-22,11025.0
2007-10-29,10548.0
2007-11-05,10867.0
2007-11-12,10870.0
2007-11-19,10148.0
2007-11-26,10210.0
2007-12-03,10068.0
2007-12-10,9918.0
2007-12-17,9236.0
2007-12-24,9143.0
2007-12-31,8702.0
2008-01-07,7949.0
2008-01-14,6462.0
2008-01-21,5780.0
2008-01-28,6134.0
2008-02-04,6353.0
2008-02-11,7355.0
2008-02-18,7187.0
2008-02-25,7613.0
2008-03-03,8536.0
2008-03-10,7972.0
2008-03-17,7684.0
2008-03-24,8069.0
2008-03-31,7737.0
2008-04-07,7889.0
2008-04-14,8203.0
2008-04-21,9329.0
2008-04-28,9581.0
2008-05-05,10237.0
2008-05-12,11459.0
2008-05-19,11465.0
2008-05-26,11440.0
2008-06-02,11612.0
2008-06-09,9646.0
2008-06-16,9428.0
2008-06-23,9599.0
2008-06-30,8854.0
2008-07-07,9230.0
2008-07-14,9012.0
2008-07-21,8637.0
2008-07-28,8280.0
2008-08-04,7201.0
2008-08-11,7557.0
2008-08-18,7147.0
2008-08-25,6809.0
2008-09-01,5663.0
2008-09-08,4800.0
2008-09-15,4975.0
2008-09-22,3746.0
2008-09-29,3002.0
2008-10-06,2221.0
2008-10-13,1438.0
2008-10-20,1102.0
2008-10-27,851.0
2008-11-03,829.0
2008-11-10,841.0
2008-11-17,836.0
2008-11-24,715.0
2008-12-01,663.0
2008-12-08,764.0
2008-12-15,818.0
2008-12-22,774.0
2008-12-29,773.0
2009-01-05,872.0
2009-01-12,881.0
2009-01-19,980.0
2009-01-26,1070.0
2009-02-02,1642.0
2009-02-09,1908.0
2009-02-16,2099.0
2009-02-23,1986.0
2009-03-02,2225.0
2009-03-09,2122.0
2009-03-16,1782.0
2009-03-23,1678.0
2009-03-30,1506.0
2009-04-06,1478.0
2009-04-13,1682.0
2009-04-20,1873.0
2009-04-27,1806.0
2009-05-04,2214.0
2009-05-11,2544.0
2009-05-18,2786.0
2009-05-25,3494.0
2009-06-01,3809.0
2009-06-08,3583.0
2009-06-15,4070.0
2009-06-22,3703.0
2009-06-29,3520.0
2009-07-06,2985.0
2009-07-13,3542.0
2009-07-20,3345.0
2009-07-27,3350.0
2009-08-03,2772.0
2009-08-10,2752.0
2009-08-17,2468.0
2009-08-24,2421.0
2009-08-31,2415.0
2009-09-07,2468.0
2009-09-14,2356.0
2009-09-21,2183.0
2009-09-28,2357.0
2009-10-05,2695.0
2009-10-12,2728.0
2009-10-19,3043.0
2009-10-26,3103.0
2009-11-02,3393.0
2009-11-09,4111.0
2009-11-16,4507.0
2009-11-23,3974.0
2009-11-30,4107.0
2009-12-07,3579.0
2009-12-14,3258.0
2009-12-21,3005.0
2010-01-04,3140.0
2010-01-11,3299.0
2010-01-18,3204.0
2010-01-25,2848.0
2010-02-01,2715.0
2010-02-08,2571.0
2010-02-15,2714.0
2010-02-22,2738.0
2010-03-01,3242.0
2010-03-08,3506.0
2010-03-15,3379.0
2010-03-22,3098.0
2010-03-29,2991.0
2010-04-05,2913.0
2010-04-12,3009.0
2010-04-19,3013.0
2010-04-26,3354.0
2010-05-03,3608.0
2010-05-10,3929.0
2010-05-17,3844.0
2010-05-24,4078.0
2010-05-31,3844.0
2010-06-07,3288.0
2010-06-14,2694.0
2010-06-21,2501.0
2010-06-28,2280.0
2010-07-05,1902.0
2010-07-12,1720.0
2010-07-19,1826.0
2010-07-26,1967.0
2010-08-02,2030.0
2010-08-09,2468.0
2010-08-16,2756.0
2010-08-23,2712.0
2010-08-30,2876.0
2010-09-06,2995.0
2010-09-13,2676.0
2010-09-20,2444.0
2010-09-27,2452.0
2010-10-04,2696.0
2010-10-11,2762.0
2010-10-18,2727.0
2010-10-25,2678.0
2010-11-01,2495.0
2010-11-08,2313.0
2010-11-15,2155.0
2010-11-22,2170.0
2010-11-29,2168.0
2010-12-06,2095.0
2010-12-13,1999.0
2010-12-20,1773.0
2011-01-03,1519.0
2011-01-10,1439.0
2011-01-17,1370.0
2011-01-24,1137.0
2011-01-31,1043.0
2011-02-07,1178.0
2011-02-14,1301.0
2011-02-21,1245.0
2011-02-28,1346.0
2011-03-07,1562.0
2011-03-14,1531.0
2011-03-21,1585.0
2011-03-28,1520.0
2011-04-04,1376.0
2011-04-11,1296.0
2011-04-18,1254.0
2011-04-25,1269.0
2011-05-02,1340.0
2011-05-09,1306.0
2011-05-16,1349.0
2011-05-23,1474.0
2011-05-30,1489.0
2011-06-06,1418.0
2011-06-13,1423.0
2011-06-20,1424.0
2011-06-27,1422.0
2011-07-04,1449.0
2011-07-11,1353.0
2011-07-18,1323.0
2011-07-25,1264.0
2011-08-01,1268.0
2011-08-08,1287.0
2011-08-15,1462.0
2011-08-22,1541.0
2011-08-29,1740.0
2011-09-05,1838.0
2011-09-12,1814.0
2011-09-19,1920.0
2011-09-26,1899.0
2011-10-03,2000.0
2011-10-10,2173.0
2011-10-17,2153.0
2011-10-24,2018.0
2011-10-31,1784.0
2011-11-07,1835.0
2011-11-14,1895.0
2011-11-21,1807.0
2011-11-28,1866.0
2011-12-05,1922.0
2011-12-12,1888.0
2011-12-19,1738.0
2012-01-02,1347.0
2012-01-09,1053.0
2012-01-16,862.0
2012-01-23,726.0
2012-01-30,647.0
2012-02-06,715.0
2012-02-13,717.0
2012-02-20,718.0
2012-02-27,771.0
2012-03-05,824.0
2012-03-12,874.0
2012-03-19,908.0
2012-03-26,934.0
2012-04-02,928.0
2012-04-09,972.0
2012-04-16,1067.0
2012-04-23,1156.0
2012-04-30,1157.0
2012-05-07,1138.0
2012-05-14,1141.0
2012-05-21,1034.0
2012-05-28,904.0
2012-06-04,877.0
2012-06-11,924.0
2012-06-18,978.0
2012-06-25,1004.0
2012-07-02,1157.0
2012-07-09,1110.0
2012-07-16,1037.0
2012-07-23,933.0
2012-07-30,852.0
2012-08-06,774.0
2012-08-13,714.0
2012-08-20,717.0
2012-08-27,703.0
2012-09-03,669.0
2012-09-10,662.0
2012-09-17,774.0
2012-09-24,766.0
2012-10-01,875.0
2012-10-08,926.0
2012-10-15,1010.0
2012-10-22,1049.0
2012-10-29,986.0
2012-11-05,940.0
2012-11-12,1036.0
2012-11-19,1090.0
2012-11-26,1086.0
2012-12-03,966.0
2012-12-10,784.0
2012-12-17,700.0
2012-12-24,699.0
2012-12-31,706.0
2013-01-07,760.0
2013-01-14,837.0
2013-01-21,798.0
2013-01-28,750.0
2013-02-04,748.0
2013-02-11,753.0
2013-02-18,740.0
2013-02-25,776.0
2013-03-04,843.0
2013-03-11,892.0
2013-03-18,933.0
2013-03-25,910.0
2013-04-01,861.0
2013-04-08,875.0
2013-04-15,888.0
2013-04-22,871.0
2013-04-29,878.0
2013-05-06,884.0
2013-05-13,841.0
2013-05-20,826.0
2013-05-27,809.0
2013-06-03,812.0
2013-06-10,900.0
2013-06-17,1027.0
2013-06-24,1171.0
2013-07-01,1099.0
2013-07-08,1149.0
2013-07-15,1138.0
2013-07-22,1082.0
2013-07-29,1065.0
2013-08-05,1001.0
2013-08-12,1102.0
2013-08-19,1165.0
2013-08-26,1132.0
2013-09-02,1352.0
2013-09-09,1636.0
2013-09-16,1904.0
2013-09-23,2046.0
2013-09-30,2084.0
2013-10-07,1985.0
2013-10-14,1901.0
2013-10-21,1671.0
2013-10-28,1525.0
2013-11-04,1581.0
2013-11-11,1507.0
2013-11-18,1483.0
2013-11-25,1821.0
2013-12-02,2176.0
2013-12-09,2330.0
2013-12-16,2208.0
2013-12-23,2277.0
2013-12-30,2036.0
2014-01-06,1512.0
2014-01-13,1421.0
2014-01-20,1246.0
2014-01-27,1110.0
2014-02-03,1091.0
2014-02-10,1106.0
2014-02-17,1175.0
2014-02-24,1258.0
2014-03-03,1543.0
2014-03-10,1477.0
2014-03-17,1599.0
2014-03-24,1373.0
2014-03-31,1205.0
2014-04-07,1002.0
2014-04-14,930.0
2014-04-21,967.0
2014-04-28,1017.0
2014-05-05,997.0
2014-05-12,1027.0
2014-05-19,964.0
2014-05-26,934.0
2014-06-02,989.0
2014-06-09,906.0
2014-06-16,904.0
2014-06-23,831.0
2014-06-30,893.0
2014-07-07,814.0
2014-07-14,732.0
2014-07-21,739.0
2014-07-28,751.0
2014-08-04,777.0
2014-08-11,1015.0
2014-08-18,1088.0
2014-08-25,1147.0
2014-09-01,1155.0
2014-09-08,1181.0
2014-09-15,1075.0
2014-09-22,1049.0
2014-09-29,1037.0
2014-10-06,963.0
2014-10-13,944.0
2014-10-20,1192.0
2014-10-27,1428.0
2014-11-03,1437.0
2014-11-10,1256.0
2014-11-17,1324.0
2014-11-24,1153.0
2014-12-01,982.0
2014-12-08,863.0
2014-12-15,803.0
2014-12-22,782.0
2014-12-29,771.0
2015-01-05,709.0
2015-01-12,741.0
2015-01-19,720.0
2015-01-26,608.0
2015-02-02,559.0
2015-02-09,530.0
2015-02-16,509.0
2015-02-23,540.0
2015-03-02,565.0
2015-03-09,562.0
2015-03-16,591.0
2015-03-23,596.0
2015-03-30,588.0
2015-04-06,580.0
2015-04-13,597.0
2015-04-20,600.0
2015-04-27,587.0
2015-05-04,574.0
2015-05-11,634.0
2015-05-18,586.0
2015-05-25,589.0
2015-06-01,610.0
2015-06-08,642.0
2015-06-15,779.0
2015-06-22,823.0
2015-06-29,805.0
2015-07-06,874.0
2015-07-13,1048.0
2015-07-20,1086.0
2015-07-27,1131.0
2015-08-03,1200.0
2015-08-10,1055.0
2015-08-17,994.0
2015-08-24,903.0
2015-08-31,875.0
2015-09-07,818.0
2015-09-14,960.0
2015-09-21,943.0
2015-09-28,889.0
2015-10-05,809.0
2015-10-12,754.0
2015-10-19,774.0
2015-10-26,721.0
2015-11-02,631.0
2015-11-09,560.0
2015-11-16,498.0
2015-11-23,581.0
2015-11-30,563.0
2015-12-07,522.0
2015-12-14,477.0
2015-12-21,478.0
2016-01-04,429.0
2016-01-11,373.0
2016-01-18,354.0
2016-01-25,317.0
2016-02-01,297.0
2016-02-08,291.0
2016-02-15,315.0
2016-02-22,327.0
2016-02-29,349.0
2016-03-07,388.0
2016-03-14,395.0
2016-03-21,406.0
2016-03-28,450.0
2016-04-04,539.0
2016-04-11,635.0
2016-04-18,688.0
2016-04-25,703.0
2016-05-02,631.0
2016-05-09,600.0
2016-05-16,625.0
2016-05-23,606.0
2016-05-30,610.0
2016-06-06,610.0
2016-06-13,587.0
2016-06-20,609.0
2016-06-27,677.0
2016-07-04,703.0
2016-07-11,745.0
2016-07-18,718.0
2016-07-25,656.0
2016-08-01,636.0
2016-08-08,671.0
2016-08-15,683.0
2016-08-22,720.0
2016-08-29,720.0
2016-09-05,804.0
2016-09-12,800.0
2016-09-19,941.0
2016-09-26,875.0
2016-10-03,921.0
2016-10-10,892.0
2016-10-17,842.0
2016-10-24,834.0
2016-10-31,855.0
2016-11-07,1045.0
2016-11-14,1257.0
2016-11-21,1181.0
2016-11-28,1198.0
2016-12-05,1090.0
2016-12-12,946.0
2016-12-19,961.0
2017-01-02,963.0
2017-01-09,910.0
2017-01-16,925.0
2017-01-23,827.0
2017-01-30,752.0
2017-02-06,702.0
2017-02-13,741.0
2017-02-20,875.0
2017-02-27,939.0
2017-03-06,1086.0
2017-03-13,1196.0
2017-03-20,1240.0
2017-03-27,1297.0
2017-04-03,1223.0
2017-04-10,1296.0
2017-04-17,1195.0
2017-04-24,1109.0
2017-05-01,994.0
2017-05-08,1014.0
2017-05-15,956.0
2017-05-22,912.0
2017-05-29,830.0
2017-06-05,849.0
2017-06-12,851.0
2017-06-19,870.0
2017-06-26,901.0
2017-07-03,822.0
2017-07-10,900.0
2017-07-17,977.0
2017-07-24,933.0
2017-07-31,1032.0
2017-08-07,1138.0
2017-08-14,1260.0
2017-08-21,1209.0
2017-08-28,1183.0
2017-09-04,1332.0
2017-09-11,1385.0
2017-09-18,1502.0
2017-09-25,1356.0
2017-10-02,1405.0
2017-10-09,1485.0
2017-10-16,1578.0
2017-10-23,1546.0
2017-10-30,1476.0
2017-11-06,1464.0
2017-11-13,1371.0
2017-11-20,1458.0
2017-11-27,1626.0
2017-12-04,1702.0
2017-12-11,1619.0
2017-12-18,1366.0
2018-01-01,1371.0
2018-01-08,1279.0
2018-01-15,1125.0
